"COLUMN1"	"COLUMN2"	"COLUMN3"
"1217626"	"1.1.2.3"	"1703;6213;1703;6213;133545;3824;33313;7492;41791;67580;15034;107285;47589;1703;31478;67580;182;1703;6213;133545;3824;33313;7492;41791;67580;15034;107285;47589;1703;31478;67580;182"
"1280127"	"1.1.2.3"	"3824;1703;6213;46976;3824;1703;6213;46411;30095;20170;16346;26429;182;47589;1703;31478;87220;182;3824;1703;6213;46976;3824;1703;6213;46411;30095;20170;16346;26429;182;47589;1703;31478;87220;182"
"791068"	"1.1.2.3"	"3824;33313;7492;98588;3824;1703;6213;46411;30095;20170;16346;26429;182;3824;33313;7492;98588;3824;1703;6213;46411;30095;20170;16346;26429;182"
"932098"	"1.12.2.1"	"586530;4161;15630;303;4161;3528;2119;6183;562;36;86725;27376;505723;15630;303;4161;25838;874;323533;22542;36;2170;20176;874;323533;874;636390;15630;303;4161;3528;2119;6183;562;36;86725;27376;505723;15630;303;4161;25838;874;323533;22542;36;2170;20176;874;323533;874;636390"
"180606"	"1.12.4.5"	"88986;234901;102306;2965;5741;10510;102306;2965;5741;102306;2965;5741;10510;102306;2965;5741"
"1141567"	"1.12.4.5"	"551393;347169;102306;2965;5741;240164;36;4161;102306;2965;5741;14888;489;490365;14888;126703;1465;15034;402312;17610;36;41063;4081;1366;102306;2965;5741;240164;36;4161;102306;2965;5741;14888;489;490365;14888;126703;1465;15034;402312;17610;36;41063;4081;1366"
"715141"	"1.12.4.5"	"589926;13640;12178;13640;5741;498913;12178;13640;43099;562;1438;14583;9207;5741;12178;13640;5741;498913;12178;13640;43099;562;1438;14583;9207;5741"
"1459492"	"1.12.4.5"	"703048;40978;5741;424962;40978;2896;14583;9207;82227;9207;36169;2758;68490;435923;280514;552;925;40978;5741;424962;40978;2896;14583;9207;82227;9207;36169;2758;68490;435923;280514;552;925"
"1908524"	"1.12.4.5"	"189014;602053;87698;14867;131958;30668;45142;189014;8108;17409;36;41063;424058;35863;77244;77171;3373;87698;14867;50707;97488;172234;44057;79699;189014;36169;2758;30825;90509;90509;9693;126703;87698;14867;131958;30668;45142;189014;8108;17409;36;41063;424058;35863;77244;77171;3373;87698;14867;50707;97488;172234;44057;79699;189014;36169;2758;30825;90509;90509;9693;126703"
"351933"	"1.12.4.5"	"336854;581563;36;189014;82227;336854;36;189014;82227;9207;36169;2758;90509;36;189014;82227;336854;36;189014;82227;9207;36169;2758;90509"
"2263467"	"1.12.4.5"	"18961;221635;36;7107;39110;414610;12178;36;42600;1438;14583;9207;7107;39110;36;7107;39110;414610;12178;36;42600;1438;14583;9207;7107;39110"
"457740"	"1.12.4.1"	"36;106332;301190;12178;36;42600;1438;14583;9207;106332;36;106332;301190;12178;36;42600;1438;14583;9207;106332"
"2245126"	"1.12.4.5"	"74769;686233;712880;686247;180985;8453;74769;686247;180985;8453;12178;447199;562;1438;14583;9207;5741;45142;82677;239022;5741;686247;180985;8453;74769;686247;180985;8453;12178;447199;562;1438;14583;9207;5741;45142;82677;239022;5741"
"1986200"	"8.2.5.2"	"320527;36169;320527;5300;5273;320527;36169;320527;5300;5273"
"558687"	"8.2.5.2"	"726;5300;5273;726;49389;67134;3824;129428;6275;2348;44968;1986;41889;41063;2383;54312;3824;2896;2613;135396;23970;57996;11595;726;5300;5273;726;49389;67134;3824;129428;6275;2348;44968;1986;41889;41063;2383;54312;3824;2896;2613;135396;23970;57996;11595"
"538938"	"4.2.15.1"	"6572;533576;57996;31581;23970;11595;25185;57996;5300;5273;57996;31581;23970;11595;25185;57996;5300;5273"
"1774394"	"1.10.3.3"	"575296;575106;300817;22793;5614;101272;269055;205777;35365;300817;22793;3572;37005;5614;10796;5619;3697;300817;22793;5614;101272;269055;205777;35365;300817;22793;3572;37005;5614;10796;5619;3697"
"1774473"	"4.2.11.1"	"713084;245098;64328;22793;11595;313984;49261;33899;54312;245098;64328;22793;11595;30825;61094;64328;60781;82585;185;44968;64328;1014;69029;93709;245098;64328;22793;11595;313984;49261;33899;54312;245098;64328;22793;11595;30825;61094;64328;60781;82585;185;44968;64328;1014;69029;93709"
"925658"	"8.2.5.2"	"3824;562;231;2536;5300;5273;3824;562;231;2536;5300;5273"
"1235427"	"1.6.2.2"	"575128;712121;537025;45948;562;19;16222;45948;19;32169;2245;1670;411804;3824;66181;32471;84990;148160;15783;60765;15881;83490;94983;19;172883;136353;326593;45948;322821;125274;208;10638;181085;32626;206861;318840;7892;50048;75325;43099;60765;5324;598;144380;417307;206075;458168;32169;29834;206075;497816;24357;519;598;937;50803;45948;562;19;16222;45948;19;32169;2245;1670;411804;3824;66181;32471;84990;148160;15783;60765;15881;83490;94983;19;172883;136353;326593;45948;322821;125274;208;10638;181085;32626;206861;318840;7892;50048;75325;43099;60765;5324;598;144380;417307;206075;458168;32169;29834;206075;497816;24357;519;598;937;50803"
"267383"	"8.2.5.2"	"124747;40978;5300;5273;124747;40978;3824;15339;1348;178715;431425;206280;2245;534;2348;1348;3824;54312;7253;534;105744;472;31581;5297;72151;472;537561;1348;124747;40978;5300;5273;124747;40978;3824;15339;1348;178715;431425;206280;2245;534;2348;1348;3824;54312;7253;534;105744;472;31581;5297;72151;472;537561;1348"
"2335870"	"1.11.4.2"	"97990;8453;72965;6237;5614;63797;142861;39928;3824;5499;16541;5499;173175;3272;415;101126;12738;420138;5499;317229;14241;78163;322448;49261;72965;6237;14583;9207;72965;6237;5614;63797;142861;39928;3824;5499;16541;5499;173175;3272;415;101126;12738;420138;5499;317229;14241;78163;322448;49261;72965;6237;14583;9207"
"738703"	"1.1.2.3"	"635880;1703;458370;3824;1703;7492;17945;3824;33313;7492;41128;61127;22191;87220;182;3824;1703;7492;17945;3824;33313;7492;41128;61127;22191;87220;182"
"107016"	"1.11.2.4"	"149123;24357;154539;24357;50688;1438;218424;149123;24357;50688;7107;1438;218424;58013;24357;9207;5842;2380;2758;6790;2612;2758;1162;85689;1438;56690;200574;1962;26570;24357;50688;1438;218424;149123;24357;50688;7107;1438;218424;58013;24357;9207;5842;2380;2758;6790;2612;2758;1162;85689;1438;56690;200574;1962;26570"
"1072737"	"8.1.4.2"	"92612;155859;144894;2245;1670;974;92612;6183;974;2245;1670;974;92612;6183;974"
"1774467"	"1.4.2.3"	"690183;12276;32694;5788;3203;230571;5788;3203;13;12276;32694;512631;133219;32169;251083;303110;62279;1370;23625;77541;458614;5788;3203;230571;5788;3203;13;12276;32694;512631;133219;32169;251083;303110;62279;1370;23625;77541;458614"
"542657"	"1.5.1.2"	"57007;1753;218424;57007;1753;61094;38276;3824;57007;537561;1753;17686;64372;55661;102745;510949;2531;157046;4783;74078;231115;143144;82794;147775;827;7297;310930;235137;231115;162494;102745;321639;75387;57007;1753;218424;57007;1753;61094;38276;3824;57007;537561;1753;17686;64372;55661;102745;510949;2531;157046;4783;74078;231115;143144;82794;147775;827;7297;310930;235137;231115;162494;102745;321639;75387"
"340952"	"8.1.3.3"	"3824;22793;40978;3824;22793;40978;5300;5273;77082;562;14583;9207;67084;26570;74159;22793;3110;1348;17838;16937;5742;172575;252100;42600;105744;1348;3824;22793;40978;3824;22793;40978;5300;5273;77082;562;14583;9207;67084;26570;74159;22793;3110;1348;17838;16937;5742;172575;252100;42600;105744;1348"
"1774703"	"1.5.1.2"	"87642;7809;5714;7297;26570;12831;7297;178;1753;87642;7809;5714;7297;26570;12831;198277;424980;327508;827;106869;145850;85689;9450;18135;294305;3824;7297;26570;50683;68784;419;13970;3104;7297;231950;57744;7297;827;34667;326427;2348;87642;7809;5714;7297;26570;12831;7297;178;1753;87642;7809;5714;7297;26570;12831;198277;424980;327508;827;106869;145850;85689;9450;18135;294305;3824;7297;26570;50683;68784;419;13970;3104;7297;231950;57744;7297;827;34667;326427;2348"
"1774468"	"8.2.4.1"	"72151;534;5520;182463;32471;5520;125244;7304;72151;534;1014;537561;5520;72151;534;5520;182463;32471;5520;125244;7304;72151;534;1014;537561;5520"
"640892"	"1.11.5.3"	"585823;638671;3824;204356;181514;43246;103092;419605;3824;204356;181514;3824;204356;181514;43246;103092;419605;3824;204356;181514"
"1774672"	"8.2.5.1"	"192278;197637;3572;995;58883;59824;41871;1348;197637;41871;180985;192278;197637;3572;995;58883;59824;41871;1348;192278;197637;33899;54312;4968;42600;2289;8907;192278;197637;3572;995;58883;59824;41871;1348;197637;41871;180985;192278;197637;3572;995;58883;59824;41871;1348;192278;197637;33899;54312;4968;42600;2289;8907"
"1774812"	"1.5.1.2"	"17409;55661;2531;1753;440221;4203;2531;1753;3824;17409;147775;85689;11746;3104;7297;1753;17409;55661;158353;2628;2531;44968;766;7297;35863;1753;17409;55661;2531;1753;440221;4203;2531;1753;3824;17409;147775;85689;11746;3104;7297;1753;17409;55661;158353;2628;2531;44968;766;7297;35863;1753"
"387750"	"1.1.3.1"	"379682;676219;3824;16522;187702;210;166146;22292;106918;6213;20176;726;424686;245434;5044;182;3824;16522;187702;210;166146;22292;106918;6213;20176;726;424686;245434;5044;182"
"1774822"	"8.1.1.3"	"404793;698780;2578;32169;101261;2536;107618;53317;106691;326369;2487;206961;40070;3824;2083;325459;3824;69025;414686;2306;2578;207466;40070;207551;65878;1025;40070;35863;50707;3824;48094;411227;35863;20176;3824;30203;489646;402633;201;722;2578;32169;101261;2536;107618;53317;106691;326369;2487;206961;40070;3824;2083;325459;3824;69025;414686;2306;2578;207466;40070;207551;65878;1025;40070;35863;50707;3824;48094;411227;35863;20176;3824;30203;489646;402633;201;722"
"1079057"	"1.5.2.1"	"2531;199436;6183;2531;352102;1168;6183;2531;82767;97992;3572;9207;135026;69000;24270;22176;13259;73729;64163;253089;42228;6183;2531;352102;1168;6183;2531;82767;97992;3572;9207;135026;69000;24270;22176;13259;73729;64163;253089;42228"
"538637"	"1.5.1.1"	"685048;8414;406;18048;8414;380055;406;18048;8414;406;18048;8414;380055;406;18048;8414"
"160910"	"8.1.2.4"	"63541;2487;368;5520;2578;2487;53342;10697;368;5520;123612;2487;215;1274;28281;201584;2348;2578;40848;201885;174149;106691;55661;313268;209153;94174;1453;30203;478178;148337;27000;490211;368;5520;2578;2487;53342;10697;368;5520;123612;2487;215;1274;28281;201584;2348;2578;40848;201885;174149;106691;55661;313268;209153;94174;1453;30203;478178;148337;27000;490211"
"1774763"	"1.7.1.1"	"572507;594410;2873;34376;30158;35863;472848;2873;34376;30158;32425;80509;2348;31325;36361;610;160924;251865;34376;1096;45983;21039;147643;755;36361;147643;755;11128;435154;12550;2873;34376;30158;35863;472848;2873;34376;30158;32425;80509;2348;31325;36361;610;160924;251865;34376;1096;45983;21039;147643;755;36361;147643;755;11128;435154;12550"
"1774766"	"1.7.1.1"	"625549;679024;10697;7931;36361;1730;36361;175954;10697;7931;36361;1730;195409;202833;36361;841;36361;175954;74278;60765;11128;435154;10697;7931;36361;1730;36361;175954;10697;7931;36361;1730;195409;202833;36361;841;36361;175954;74278;60765;11128;435154"
"1774771"	"1.7.1.1"	"713245;521023;678831;48330;42427;13052;183271;48330;42427;13052;4081;606;1702;195409;606;178;106669;42427;74278;180497;81990;36361;79918;498118;48330;42427;13052;183271;48330;42427;13052;4081;606;1702;195409;606;178;106669;42427;74278;180497;81990;36361;79918;498118"
"1774761"	"1.7.1.1"	"679086;85822;90013;2104;8108;486612;440198;12152;7931;34376;1730;90013;2104;90013;8108;90013;2104;8108;486612;440198;12152;7931;34376;1730;90013;2104;90013;8108"
"330571"	"1.4.4.3"	"5582;345895;437253;12203;12783;5582;8930;7122;5582;13;451;440845;345895;80301;80301;133676;235828;74278;12203;12783;5582;8930;7122;5582;13;451;440845;345895;80301;80301;133676;235828;74278"
"127490"	"1.11.5.3"	"585807;585808;84425;2896;8108;370369;933;29125;2896;14583;9207;8108;84425;2896;8108;370369;933;29125;2896;14583;9207;8108"
"329662"	"1.11.1.2"	"519565;229550;562;9207;5741;135058;23834;2331;3824;562;1438;14583;9207;5741;290136;49063;2613;5842;41889;26570;119179;58013;23834;3824;1451;26823;562;9207;5741;135058;23834;2331;3824;562;1438;14583;9207;5741;290136;49063;2613;5842;41889;26570;119179;58013;23834;3824;1451;26823"
"1774733"	"1.10.3.2"	"370603;523507;7931;22793;1730;20348;30668;3824;288882;318775;32435;36527;1730;36527;2487;3824;6926;23970;892;101795;24409;15783;142812;22793;55395;4274;7931;22793;1730;20348;30668;3824;288882;318775;32435;36527;1730;36527;2487;3824;6926;23970;892;101795;24409;15783;142812;22793;55395;4274"
"1198053"	"1.1.2.1"	"89556;906;3824;31195;7492;167104;3824;31195;7492;47589;41492;95524;31195;182;19685;3824;31195;7492;167104;3824;31195;7492;47589;41492;95524;31195;182;19685"
"1774610"	"1.10.3.2"	"15585;532602;111990;45468;4158;15585;8895;3824;4081;14241;10991;3824;111990;45468;4158;4640;2536;85254;16541;46925;18614;6927;111990;45468;4158;15585;8895;3824;4081;14241;10991;3824;111990;45468;4158;4640;2536;85254;16541;46925;18614;6927"
"1774444"	"8.1.2.5"	"584106;24357;3052;10697;18305;2348;32169;337731;10697;58561;3052;32327;12591;1802;6176;24357;3052;7721;2887;974;10697;18305;2348;32169;337731;10697;58561;3052;32327;12591;1802;6176;24357;3052;7721;2887;974"
"1240316"	"8.1.2.2"	"607087;601347;208239;1670;25450;366247;208239;1670;25450;208239;1670;25450;366247;208239;1670;25450"
"1902321"	"1.11.2.4"	"24357;118825;24357;9207;32327;12591;2120;24357;30825;37005;35639;9207;74144;27242;1020;7107;39110;24357;9207;32327;12591;2120;24357;30825;37005;35639;9207;74144;27242;1020;7107;39110"
"1774647"	"4.1.1.1"	"540534;449897;601384;108138;45834;1020;393181;146665;45834;36065;3357;1020;108138;45834;1020;393181;146665;45834;36065;3357;1020"
"552531"	"8.2.5.2"	"451669;41871;180985;5300;5273;13678;318822;465870;98089;29628;243649;415;2068;45983;11595;1802;8907;101650;738;115957;9325;534;3572;441;240;93975;448498;65878;931;145354;124746;57744;473296;726;85636;2068;610;451669;41871;180985;5300;5273;13678;318822;465870;98089;29628;243649;415;2068;45983;11595;1802;8907;101650;738;115957;9325;534;3572;441;240;93975;448498;65878;931;145354;124746;57744;473296;726;85636;2068;610"
"1774728"	"4.2.11.1"	"5458;695091;7931;22793;60781;17686;12178;5458;22793;2896;3572;9207;3824;6183;22793;60781;17686;7931;22793;60781;17686;12178;5458;22793;2896;3572;9207;3824;6183;22793;60781;17686"
"1774911"	"8.2.4.4"	"17838;390;3824;390;59922;534;1753;41865;117974;319439;74112;45142;2083;3572;208000;534;58126;119592;20176;93465;239632;390;132754;233195;198277;289953;390;17838;390;3824;390;59922;534;1753;41865;117974;319439;74112;45142;2083;3572;208000;534;58126;119592;20176;93465;239632;390;132754;233195;198277;289953;390"
"2031608"	"1.6.2.2"	"8013;447248;7931;681;1702;494968;681;1702;41058;681;9603;10638;494968;29620;730;390;118497;964;114681;7931;681;1702;494968;681;1702;41058;681;9603;10638;494968;29620;730;390;118497;964;114681"
"1248519"	"1.6.2.1"	"8013;36894;575287;8013;28916;33824;8013;28916;15881;451;1833;32471;407816;403256;264;8013;28916;33824;8013;28916;15881;451;1833;32471;407816;403256;264"
"1774438"	"1.6.2.2"	"596753;696721;16222;253123;107897;18305;681;308361;37030;2348;37030;730;606;16222;15881;451;20588;519;32169;29620;16222;253123;107897;18305;681;308361;37030;2348;37030;730;606;16222;15881;451;20588;519;32169;29620"
"1774388"	"1.6.2.2"	"8013;583683;18305;36;37030;15309;328353;33904;36;44240;451;328353;33904;264;19;37263;90168;26306;26094;29620;25874;53289;145689;45535;18305;36;37030;15309;328353;33904;36;44240;451;328353;33904;264;19;37263;90168;26306;26094;29620;25874;53289;145689;45535"
"1775058"	"1.12.3.2"	"7183;17461;10487;402;1176;182;42776;135781;75877;402;1176;1353;182;50048;1176;46722;3824;4537;979;50683;8458;35863;402;1176;182;42776;135781;75877;402;1176;1353;182;50048;1176;46722;3824;4537;979;50683;8458;35863"
"442085"	"1.12.4.5"	"10769;3998;57372;79117;4161;212796;297;46022;2896;8108;6183;36;37030;15881;451;3998;30777;3998;30777;79117;79117;4161;212796;297;46022;2896;8108;6183;36;37030;15881;451;3998;30777;3998;30777;79117"
"2010338"	"1.4.1.2"	"561;29141;589350;29141;1163;93;18049;12377;1163;93;29141;74494;27425;2222;36;156010;126703;606;7454;29141;1163;93;18049;12377;1163;93;29141;74494;27425;2222;36;156010;126703;606;7454"
"1441499"	"1.12.3.2"	"7183;17461;10487;4537;979;73819;198634;93195;4537;979;73819;307491;17461;1353;15034;182;4537;979;73819;198634;93195;4537;979;73819;307491;17461;1353;15034;182"
"1775084"	"1.6.2.1"	"39143;633083;39143;16222;250193;17409;7931;8013;10638;39143;39143;16222;250193;17409;7931;8013;10638;39143"
"1774695"	"8.2.5.2"	"41128;117974;140609;186;1024;180985;500014;64460;487;63015;196358;434;441;294207;231837;489645;15783;501048;1024;3110;140609;1024;180985;446434;41128;117974;140609;186;1024;180985;500014;64460;487;63015;196358;434;441;294207;231837;489645;15783;501048;1024;3110;140609;1024;180985;446434"
"420734"	"8.2.4.4"	"3824;119179;64372;858;1014;246580;11900;1245;11013;7253;1753;482919;6201;306842;4768;486193;409415;9095;407994;3824;119179;64372;858;1014;246580;11900;1245;11013;7253;1753;482919;6201;306842;4768;486193;409415;9095;407994"
"2076371"	"8.2.4.4"	"47212;3824;17838;987;75;209333;301026;252076;97796;1096;502619;126842;3159;6926;30825;1757;309;295394;145689;324337;858;446319;201505;301026;297106;181993;445636;15034;47212;12831;41128;97488;74112;447310;94619;21039;47212;3824;17838;987;75;209333;301026;252076;97796;1096;502619;126842;3159;6926;30825;1757;309;295394;145689;324337;858;446319;201505;301026;297106;181993;445636;15034;47212;12831;41128;97488;74112;447310;94619;21039"
"545044"	"8.2.5.2"	"3824;17838;987;52123;4537;1753;51200;5300;5273;3824;17838;987;208000;161375;584;4537;1753;479194;329694;91676;51521;6258;3824;17838;987;52123;4537;1753;51200;5300;5273;3824;17838;987;208000;161375;584;4537;1753;479194;329694;91676;51521;6258"
"1774864"	"1.9.1.1"	"6183;186;1753;173437;41871;180985;3824;3047;58883;61069;3104;3276;102306;30862;1348;6183;186;1753;173437;41871;180985;3824;3047;58883;61069;3104;3276;102306;30862;1348"
"179542"	"1.9.1.1"	"3824;742;32471;174991;1348;52076;159010;328402;125627;24031;7253;489460;434;74078;147775;4533;443065;82794;106931;434;444985;2692;327631;584;1802;57744;82794;186;3362;3824;742;32471;174991;1348;52076;159010;328402;125627;24031;7253;489460;434;74078;147775;4533;443065;82794;106931;434;444985;2692;327631;584;1802;57744;82794;186;3362"
"406999"	"1.9.1.1"	"7931;1024;1348;32169;180985;5300;5273;32169;180985;68801;24316;7304;1024;1348;7931;1024;1348;32169;180985;5300;5273;32169;180985;68801;24316;7304;1024;1348"
"1825061"	"8.1.2.4"	"17838;987;180985;18285;1034;3824;17838;987;2348;18285;17838;987;180985;18285;1034;3824;17838;987;2348;18285"
"1774904"	"1.2.1.1"	"46073;5129;276037;3824;5129;537561;11796;15069;98825;87323;5129;17416;23970;11796;145076;276037;3824;7253;5129;537561;11796;15069;98825;87323;276037;283;1376;3824;5129;537561;11796;15069;98825;87323;5129;17416;23970;11796;145076;276037;3824;7253;5129;537561;11796;15069;98825;87323;276037;283;1376"
"665875"	"1.11.2.3"	"347434;118825;309630;18285;193378;309630;18285;309630;18285;193378;309630;18285"
"1605016"	"8.1.3.3"	"229209;171002;124747;40978;2487;40766;3824;15339;2578;3824;75910;2083;2346;19172;124747;40978;2487;40766;3824;15339;2578;3824;75910;2083;2346;19172"
"559957"	"1.4.1.1"	"5211;155009;5924;7931;12203;561;89255;561;12397;19685;7931;12203;561;89255;561;12397;19685"
"1774952"	"1.2.2.1"	"28970;171160;74494;61176;6183;3697;28970;6183;3697;30491;171160;74494;227078;194235;1232;504047;81780;137028;451;3824;61176;451;144847;8143;136219;3697;61176;6183;3697;28970;6183;3697;30491;171160;74494;227078;194235;1232;504047;81780;137028;451;3824;61176;451;144847;8143;136219;3697"
"1437896"	"1.2.2.1"	"518592;698693;132338;356;52211;273956;6183;3697;3824;1559;132338;356;52211;73677;37041;35863;5520;2348;50048;132338;8735;132338;356;52211;273956;6183;3697;3824;1559;132338;356;52211;73677;37041;35863;5520;2348;50048;132338;8735"
"1774533"	"1.4.2.2"	"142344;681460;6183;3047;3203;25172;12203;3203;15881;451;31012;235990;64567;7142;27;6183;3047;3203;25172;12203;3203;15881;451;31012;235990;64567;7142;27"
